Título,Revisiones,Año Publicación,Idioma,Rating,ISBN
Jack the Ripper,0,2004,1,3.48,0743493133
Jack The Ripper,3,2009,2,3.8,078581616X
The Many Faces of Jack the Ripper,3,1998,2,3.52,1840240164
Ripper Notes: How the Newspapers Covered the Jack the Ripper Murders,0,2005,2,4.11,0975912925
Tales of Two Cities: Race and Economic Culture in Early Republican North and South America,0,2000,2,3.5,0292781679
The Companion to a Tale of Two Cities,1,1988,2,4.0,0048000507
A Tale Of Two Cities,1,2004,2,3.84,1584726660
In the Company of the Courtesan,1122,2007,1,3.7800000000000002,0812974042
Transgressions,77,2005,2,3.2,0812974301
Snowstorms in a Hot Climate,31,2005,1,3.34,0812974298
Richard Brautigan: Essays on the Writings and Life,1,2006,2,4.47,0786425253
Buying Stocks Without a Broker,0,1996,2,3.35,0070115001
Der Verrat. Ein Nostradamus- Roman.,0,2002,2,3.91,3442357888
Gentle Willow: A Story for Children about Dying,12,2004,2,4.0,1591470722
Willow Bend,36,2002,1,3.75,1599982153
The Willow Field,37,2006,2,3.39,1400040973
Willow Run,99,2007,2,3.74,0440238013
Magus. Il romanzo di Nostradamus - Il presagio,1,1999,12,3.3,8804461136
Living Willow Sculpture,0,2001,2,4.09,0855328347
The Singing Creek Where the Willows Grow,83,1995,1,4.24,0140237208
Willows: The Genus Salix,0,2003,2,2.67,0881925659
Willow Weaving,1,2004,2,3.88,1844480151
Pears on a Willow Tree,57,1999,2,3.68,0380799103
The Willow Pattern Story,7,1995,2,3.63,1558584137
Il castello di Eymerich,2,2001,12,3.89,8804493070
The Memoirs of Alcheringia,2,1985,2,3.76,0345335007
Superior: The Haunted Shore,2,1995,2,3.75,1895565588
The Master of Norriya,1,1986,2,3.5300000000000002,0345308891
The Wabeno Feast: A Novel,1,2001,2,3.64,0887846637
Memoirs of Alcheringia,0,1984,2,3.76,0345308875
Dragonslayer,0,1985,2,3.65,0345323068
The Gaian Expedient,0,1985,1,3.79,0345308883
How the Wild Things Pray,0,2008,2,3.75,0939516454
Habitats: Where the Wild Things Live,0,1992,2,3.67,1562610600
Wild Thing,24,2000,2,3.52,0373168454
Ferns: Wild Things Make a Comeback in the Garden,0,1995,2,4.33,0945352824
Opération Tonnerre,0,2001,3,3.81,2253182176
Baby and Child Care,110,2004,1,3.76,0743476670
Empire of Dragons,42,2006,1,3.77,0330438263
Spartan,5,2003,1,3.68,0743475429
The Last Legion,2,2007,2,3.7800000000000002,0330447297
Alexander,2,2002,2,4.11,0330492020
Star Cairns (First in the Lost Tombo Series),0,1998,2,4.0,0786912502
Stanley Kubrick: Interviews,29,2010,1,4.12,1578062977
Stanley Kubrick: A Narrative and Stylistic Analysis,4,2001,1,3.76,0275972917
The Stanley Kubrick Archives,28,2005,2,4.65,3822822841
Stanley Kubrick. Drama & Shadows,3,2005,2,4.48,0714844381
Stanley Kubrick: A Biography,11,1999,2,3.87,0306809060
The Philosophy of Stanley Kubrick,5,2007,2,3.65,081312445X
The Stanley Kubrick Companion,2,1999,2,3.34,071348487X
Tom Sawyer Abroad,141,2002,2,3.37,1587157047
Paladión,7,2000,2,3.37,8439704720
Aléxandros: El confín del mundo,0,2000,2,4.11,8439705093
Aléxandros: Las arenas de Amón,0,2000,2,4.11,8439705085
La Ultima Legion,0,2004,2,3.7800000000000002,8497599500
Personal Recollections of Joan of Arc,42,2002,2,4.07,0486424596
Personal Recollections of Joan of Arc: By the Sieur Louis de Conte (her page and secretary),7,2005,2,4.07,1421271354
Personal Recollections Of Joan Of Arc,0,2005,2,4.07,1417975547
Quimaira,7,2002,2,3.43,8425336457
This Side of Paradise / Flappers and Philosophers,5,1996,1,3.67,051714882X
Stories and Poems (Classic Retelling),11,2000,1,4.39,061808598X
Edgar Allan Poe,7,2003,1,4.04,0761329102
The Tell-Tale Heart: The Life and Works of Edgar Allan Poe,10,1981,2,4.17,0140053719
Lost Tales,4,2006,1,4.37,1933993154
In the Shadow of Edgar Allan Poe,17,2003,1,3.2800000000000002,1401200176
The Black Cat and Other Stories,47,2000,2,4.04,0582417740
Eureka: A Prose Poem,34,1997,2,3.7199999999999998,1557133298
The Works of Edgar Allen Poe Volume 5,1,2008,2,4.43,1426408145
The Prince and the Pauper,2,2001,2,3.85,1582183384
The Prince and the Pauper (Great Illustrated Classics),0,2002,2,3.96,1577656989
The Prince and the Pauper: A Tale for Young People of All Ages,2,2001,2,3.85,1582183392
The Prince and the Pauper (Classic Starts Series adaptations),19,2007,1,4.11,1402736878
Leonardo da Vinci,6,2000,2,3.98,0688161553
The New Revelation: My Personal Investigation of Spiritualism,0,2001,2,3.21,0757000177
Leonardo. El Vuelo de La Mente,4,2005,2,4.01,9681915070
An Introduction to Fuzzy Logic and Fuzzy Sets,1,2002,2,3.86,3790814474
Fuzzy Mathematics in Economics and Engineering,0,2002,2,4.5,3790814563
Esda 1996: Proceedings Of The 1996 Engineering Systems Design And Analysis Conference.,0,1996,2,0.0,0791815013
Iran and Iranian Studies: Essays in Honor of Iraj Afshar,0,1998,2,4.33,0966344200
Senior Design Experience: Lessons for Life,0,2002,2,0.0,0971823901
Analog and Digital Circuits Theory and Experimentation,0,1987,2,0.0,0898749832
The Novels of José Saramago,1,2007,2,3.8,0708320155
O Ano da Morte de Ricardo Reis,88,2010,11,4.02,9722102869
Thud Ridge: F-105 Thunderchief missions over Vietnam,23,2006,1,4.19,0859791165
Roll Call: Thud: A Photographic Record of the Republic F-105 Thunderchief,0,1997,2,3.5,0764300628
Modern Militairy Aircraft: Thud (Modern Militairy Aircraft Series 5004),0,1986,2,5.0,0897471717
Humphrey Thud,1,1995,2,2.75,1564025381
Thud!,8,2008,2,3.66,0006646468
Mean Old Mickle & Smack-Biff-Thud,0,2005,2,5.0,1904668399
Devotion,37,2007,2,3.38,0618735410
The Museum Guard,67,2000,2,3.5700000000000003,0330370103
The Haunting of L,34,2004,2,3.5300000000000002,0330372270
In Fond Remembrance of Me: A Memoir of Myth and Uncommon Friendship in the Arctic,16,2006,2,3.8,0312425228
Northern Tales: Stories from the Native Peoples of the Arctic and Sub-Arctic Regions,5,1994,2,3.9,0375702679
Joe Wilson and the Creation of Xerox,1,2006,2,3.7199999999999998,0471998354
The Fourth Branch,0,2002,2,0.0,0971429677
The Engineer of Human Souls,52,2000,2,4.16,1564781992
Business Optimisation,0,1997,2,4.5,0333676238
The Creation: An Appeal to Save Life on Earth,100,2006,2,3.8,0393062171
The Illuminatus! Trilogy,18,1984,1,4.01,1854875744
Fences,25,2008,1,3.88,1559363029
The Lois Wilson Story: When Love is Not Enough: The Authorized Biography of the Cofounder of Al-Anon,15,2005,2,4.27,1592853285
Email to the Universe and Other Alterations of Consciousness,10,2005,2,3.96,1561841943
Bureaucracy: What Government Agencies Do and Why They Do It,27,1991,1,3.99,0465007856
On Human Nature,124,2004,1,4.08,0674016386
Bogeyman,50,2006,2,3.65,0778323617
Pathophysiology: Clinical Concepts of Disease Processes,1,2002,2,3.88,0323014550
College Physics,0,2006,1,3.71,0131495798
Bear Feels Sick,226,2007,1,4.27,0689859856
Dreamgirl and Supreme Faith: My Life as a Supreme,8,2000,1,4.3,081541000X
The Victorians,64,2004,1,3.85,0393325431
The Marriage Problem: How Our Culture Has Weakened Families,3,2003,2,3.63,006093526X
Justin Wilson Looking Back: A Cajun Cookbook,1,1997,2,4.5,1565542827
Physics Laboratory Experiments,0,2004,2,3.31,0618382593
Coincidance: A Head Test,20,1991,2,3.87,1561840041
The Politics of Truth,0,1997,2,4.11,1570270279
The Politics of Truth: From Marx to Foucault,2,1991,2,3.65,0804720053
Lenin Reloaded: Toward a Politics of Truth (Sic VII),4,2007,1,3.71,0822339412
Democratic Hope: Pragmatism and the Politics of Truth,0,2005,2,4.14,0801428335
The Politics of Truth and Reconciliation in South Africa: Legitimizing the Post-Apartheid State,1,2001,2,3.89,0521001943
The Politics of Truth and Other Untimely Essays: The Crisis of Civic Consciousness,0,1999,2,4.0,0826212131
Partial Truths and the Politics of Community,0,2003,2,0.0,1570034869
Challenging Postmodernism: Philosophy and the Politics of Truth,5,2003,2,3.73,1591021014
The Paranormal and the Politics of Truth: A Sociological Account,1,2007,2,3.0,1845400712
Politics and Truth: Political Theory and the Postmodernist Challenge,0,1997,2,2.0,0791435040
Amoral Politics: The Persistent Truth of Machiavellism,0,1995,1,3.0,0791422801
Testimonio: On The Politics Of Truth,1,2004,2,4.08,0816628416
The South African Truth Commission: North Korean Negotiating Behavior,0,2000,2,4.0,1929223099
Truth and Reconciliation Commission of South Africa Report: Five Volume Set,0,2001,2,5.0,1561592455
Conservatives Without Conscience,110,2006,1,3.9699999999999998,0670037745
Research Methods for Criminal Justice and Criminology,1,2005,1,3.62,013118928X
The Classic Layout Designs of John Armstrong,0,2001,2,4.6,0890244170
Censored 2004: The Top 25 Censored Stories,0,2003,2,3.71,1583226052
En La Cama Con El Enemigo,0,2004,2,5.0,8484603997
Practical Guide to SEC Proxy and Compensation Rules,0,2001,2,0.0,0735528608
Shadow of the Sphinx (The Judge of Egypt Trilogy),3,2005,2,3.9699999999999998,0671018000
New Horizons in the Study of Language and Mind,7,2000,1,4.2,0521658225
On Nature and Language,8,2002,2,3.7,052101624X
Chomsky for Beginners,34,1996,1,3.8,0863162339
Middle East Illusions: Including Peace in the Middle East?,7,2004,1,3.81,0742529770
Profit Over People: Neoliberalism and Global Order,213,2011,1,4.06,1888363827
The Sound Pattern of English,1,1991,2,4.18,026253097X
The Cambridge Companion to Chomsky,0,2005,1,4.3,0521780136
The Emerging Framework of World Power,1,2003,1,3.9699999999999998,1902593758
Latin America: From Colonization to Globalization,12,2002,1,4.01,1876175133
At War With Asia: Essays on Indochina,4,2004,2,4.03,1902593898
Hegemon-A O Supervivencia,0,2004,2,3.9699999999999998,9580478252
Introducing Chomsky,6,2000,2,3.69,1840465891
Chomsky and Globalisation,3,1997,2,3.22,184046237X
Deterring Democracy,20,1992,2,4.08,0374523495
Rules and Representations (Classics in Philosophy),0,2005,1,3.87,0231132719
Interventions (Open Media),41,2007,1,3.9,0872864839
Reflections on Language,0,1975,2,3.55,0394731239
Chomsky and His Critics,2,2003,2,4.31,0631200215
Año 501: La Conquista Continua,0,1999,2,4.13,0896084884
The New Military Humanism: Lessons From Kosovo,5,1999,1,3.8,0745316336
They Take Our Jobs!: And 20 Other Myths about Immigration,56,2007,2,4.06,0807041564
Topics in the Theory of Generative Grammar,0,1978,2,4.21,9027931224
Noam Chomsky,0,2006,2,3.7800000000000002,1861892691
War Plan Iraq: Ten Reasons Against War with Iraq,1,2002,2,3.67,1859845010
Powers and Prospects: Reflections on Human Nature and the Social Order,0,1996,2,3.8200000000000003,0745311067
Chomsky: Ideas and Ideals (Revised),0,2005,1,3.91,052183788X
Linguistics and Theology: The Significance of Noam Chomsky for Theological Constructiion,0,1980,2,0.0,0810813475
Noam Chomsky: A Life of Dissent,12,1998,2,3.84,0262522551
From Whitney to Chomsky: Essays in the History of American Linguistics,0,2003,2,4.0,1588113507
An American Addiction,8,2001,1,3.83,1902593448
The Social and Political Thought of Noam Chomsky,0,2002,2,0.0,0415285674
Language and Politics,7,2004,2,4.16,1902593820
The Imperial Presidency,1,2005,1,3.89,1904859437
The  Prosperous Few and the Restless Many (Real Story),38,2002,1,4.04,1878825038
Manufacturing Consent: Noam Chomsky and the Media: The Companion Book to the Award-Winning Film,1,1994,2,4.3,1551640031
The Culture of Terrorism,1,1990,1,4.0,0921689284
Language and Learning: The Debate between Jean Piaget & Noam Chomsky,3,1980,1,4.36,0674509404
Sobre Democracia y Educacion (Paidos Estado y Sociedad),0,2006,2,3.96,8449318602
On Power and Ideology: The Managua Lectures,15,1999,2,4.21,089608289X
A New Generation Draws the Line,9,2001,1,3.83,1859843808
Selected Commercial Statutes: For Sales and Contracts Courses,0,2007,2,1.0,0314168702
Noam Chomsky: Critical Assessments,0,1994,2,4.5,0415010055
Grand Street 50: Models (Fall 1994),0,1994,2,0.0,1885490011
Modular Approaches Study Mind,0,1991,2,4.57,0916304566
A Hated Political Enemy: Allen Bell Interviews Noam Chomsky,0,2005,1,3.5,0973685301
Inside Lebanon: Journey to a Shattered Land with Noam and Carol Chomsky,1,2007,1,3.7800000000000002,1583671536
Identity and Struggle at the Margins of the Nation-State: The Laboring Peoples of Central America and the Hispanic Caribbean,0,1998,2,3.88,0822322188
Chomsky,0,2003,2,3.33,0340845007
Letters from Lexington: Reflections on Propaganda,1,2004,2,3.75,1594510296
Transformational Syntax,0,1982,2,3.59,0521285747
For a Free Humanity: For Anarchy,3,2001,1,3.74,1873176740
Chomsky; Ideas E Ideales,0,2002,2,3.91,8483231204
On Noam Chomsky: Critical Essays,3,1982,2,3.5,0870233556
Reflections on Chomsky,1,1991,2,0.0,0631179194
Kokoro no Te: Handmade Treasures from the Heart,4,2005,2,4.04,1933308044
Kokoro,18,2006,2,4.02,0486451399
Kokoro: Hints and Echos of Japanese Inner Life,22,2005,2,3.73,0804836604
Kokoro: Hints and Echoes of Japanese Inner Life,0,2005,2,3.73,1596057289
Kokoro: Hins and Echoes of Japanese Inner Life,0,2002,2,3.73,4925080407
Kokoro Japanese Inner Life Hints,0,2006,2,3.73,140681119X
I Am a Cat,505,2001,1,3.71,080483265X
The Gate,58,2005,1,3.95,0720612500
My Individualism & The Philosophical Foundations of Literature,2,2005,2,3.71,0804836035
Nada,424,2007,1,3.85,1843433028
La nada cotidiana,15,2003,2,3.4,8495971674
The Blue Devils of Nada: A Contemporary American Approach to Aesthetic Statement,2,1997,2,3.95,0679758593
Experience And Objectivity In The Writings Of Rafael Sánchez Ferlosio,0,1998,2,0.0,0773482393
Confessions of a Mask,377,1998,1,3.92,0720610311
The Decay of the Angel,118,2001,1,4.13,009928457X
The Sailor Who Fell from Grace with the Sea,18,1971,2,3.89,0425028321
Death in Midsummer and Other Stories,7,1971,1,4.07,014003322X
The Temple of Dawn,121,2001,1,3.87,0099282798
The Life and Death of Yukio Mishima,29,2000,1,3.86,0815410743
Sun and Steel,98,2003,1,3.92,4770029039
Mishima: A Biography,31,2000,1,3.93,030680977X
Acts of Worship: Seven Stories,48,2002,1,3.92,4770028938
Five Modern No Plays,18,1989,2,4.06,0804813809
My Friend Hitler and Other Plays of Yukio Mishima,5,2002,1,3.8200000000000003,0231126336
Forbidden Colors,84,1999,1,3.93,0375705163
Runaway Horses,181,1999,1,4.18,0099282895
Mishima: A Vision of the Void,20,2001,2,3.74,0226965325
Madness and Perversion of Yukio Mishima,1,2004,2,3.36,0275979857
Mishima ou La vision du vide,1,1993,2,3.74,2070387194
Naked Asia,0,2003,2,4.5,1919901159
After the Banquet,85,1999,1,3.7199999999999998,009928278X
Yukio Mishima,1,1989,2,3.8,082640443X
Bureaucracy in a Democratic State: A Governance Perspective,0,2006,2,3.4,0801883571
Who Was Maria Tallchief?,32,2002,2,4.16,0448426757
The Classic Fairy Tales,97,1998,1,4.29,0393972771
The Unedited Diaries,1,1998,2,4.24,0813525705
Secret of Childhood,0,1983,2,4.21,0861313755
Creating Spreadsheets and Charts in Excel,0,2004,2,4.0,0321255828
Maria Montessori: Her Life and Work,30,1998,1,4.2,0452279895
Maui Days,0,2006,2,0.0,1591139619
Communication Networks: Fundamental Concepts and Key Architectures,0,2003,2,4.15,007246352X
Introduction to Human Factors Engineering,3,2003,1,3.83,0131837362
Human Factors in Engineering and Design,3,1993,2,4.14,007054901X
Human Factors in Flight,0,1993,2,3.65,1857421353
The Human Factor,273,1992,1,3.91,1857150716
The Human Factor: Revolutionizing the Way People Live with Technology,10,2006,1,3.96,0415978912
Human Factors for Technical Communicators,1,1996,2,3.42,0471035300
Handbook of Human Factors and Ergonomics,1,2006,2,4.35,0471449172
Handbook of Human Factors and Ergonomics Methods,0,2004,2,4.0,0415287006
Human Factors in Systems Engineering,0,1996,2,3.88,0471137820
Handbook of Aviation Human Factors,0,1998,2,3.33,0805816801
Defensa apasionada del idioma español,12,2006,2,4.05,8466319565
Memorial en defensa de las costumbres moriscas,0,2014,2,4.0,8496428788
Defensa De La Fe.,0,2003,2,4.0,0311050468
En el Santuario del Alma,1,1999,2,4.52,0876121733
Sanctuaries of the Heart / Santuarios del Corazón: A novella in English and Spanish,1,2005,2,2.25,0816524653
Santuarios Seguros: Prevencion del Abuso Infantil y Juvenil en la Iglesia,0,2008,2,0.0,0881774022
El Santuario de Chimayo,0,2005,2,0.0,0941270092
Santuario,13,2006,2,3.64,8420470023
Como Estudiar la Biblia: Manual de Estudio Biblico de los Navegantes,1,2003,2,4.5,0311036724
Ramage At Trafalgar,8,2010,1,4.16,1842324756
Decision at Trafalgar: The Story of the Greatest British Naval Battle of the Age of Nelson,3,1999,2,4.12,0805061363
Trafalgar and the Spanish Navy: The Spanish Experience of Sea Power,1,2004,2,3.88,0870216953
Trafalgar 1805: Nelson’s Crowning Victory,2,2005,1,4.0,1841768928
Hollywood and the O.K. Corral: Portrayals of the Gunfight and Wyatt Earp,2,2006,2,3.8,0786426322
The Legend of the O.K. Corral,0,2005,2,2.6,1887896716
Wyatt Earp: The Ok Corral and the Law of the American West,2,2003,2,3.25,0823957403
Blood in the Streets: Concealed Carry and the Ok Corral - Overcoming the Lies,0,2006,2,4.2,0595412963
El Cid,0,2003,2,3.58,8435016749
El salón dorado,0,1999,2,3.91,8435006484
La cólera de Atila,3,2005,2,3.08,8496284573
Trafalgar,5,2018,2,3.45,8495971267
El amuleto de bronce: La epopeya de Gengis Khan,2,2002,2,3.88,8435069036
Arde Nueva York?,3,2004,2,3.13,8408050885
Como despertar el tercer ojo/Awakening the Third Eye,0,2006,2,4.16,8497771842
El tercer lado de los ojos,1,2007,2,3.55,0307391175
El tercer ojo,0,2003,2,3.95,8423334848
Fausto Melotti,0,1997,2,0.0,8881581086
The Liver: Biology and Pathobiology,0,2001,2,0.0,0781723906
Fast Company: How Six Master Gamblers Defy the Odds - and Always Win,3,2003,2,3.9,184344013X
Fast Company The Rules of Business: 55 Essential Ideas to Help Smart People (and Organizations) Perform At Their Best,2,2005,2,3.8,0385516312
Un tranvía en SP,7,2004,2,3.23,8420466034
Conversación en La Catedral,15,2002,2,4.33,8466304568
The Alter Ego Collection Volume 1,0,2006,2,3.25,1893905594
Alter Ego: Avatars and Their Creators,16,2007,2,3.44,1905712022
The Time Ships,262,1995,1,3.94,0061056480
The Happiness Trip: A Scientific Journey,2,2007,2,3.38,1933392444
Information Resources and Coporate Growth,0,1989,2,5.0,0861877209
La caverna de las ideas,0,2006,2,3.87,9685962286
For Notre Dame Fans Only: The New Saturday Bible,0,2006,2,4.29,097292499X
Last Evenings on Earth,21,2008,1,4.11,0099469421
Amulet,245,2007,1,3.7800000000000002,0811216640
By Night in Chile,498,2005,1,3.87,0811215474
Para Roberto Bolaño (Coleccion Dorada),2,2007,2,3.26,9588160952
Putas asesinas,186,2005,2,3.86,8433968084
Ninety-Three,122,2002,1,4.08,1889439312
The Man Who Laughs,283,2006,1,4.23,1934169005
The Essential Victor Hugo,0,2004,2,4.05,0192803638
